APPID,TypeOfViolence,VictimType,Gender,Indigenous,AgeAtHappenedTo,Granted
873353,Sexual Offences,Yet To Be Determined,F,Unknown,41.81,0
875109,Assault,Primary,F,Aboriginal,71.05,1360
875166,Sexual Offences,Primary,U,No,39.31,14345.14
876795,Assault,Primary,M,No,56.99,32034.95
876913,Domestic Violence,Not Eligible,M,No,50.23,0
879260,Homicide - MVA,Related,M,No,47.83,9827
880080,Assault,Primary,M,No,43.78,6100
885839,Assault,Yet To Be Determined,F,Unknown,46.49,0
888520,Robbery,Primary,M,No,37.33,6813.68
890340,Assault,Primary,M,No,38.28,1300
876586,Burglary,Yet To Be Determined,F,No,23.52,0
877472,Sexual Offences,Not Eligible,F,No,21.22,0
879914,Robbery,Primary,M,No,51.4,5108.8
881059,Homicide - Other,Related,F,No,7.03,10000
882631,Homicide - MVA,Related,F,Aboriginal and Torres Strait,29.37,10000
882797,Homicide - MVA,Related,F,Aboriginal and Torres Strait,28.25,10000
883140,Homicide - MVA,Related,F,Unknown,34.15,10000
887652,Homicide - Other,Witness Secondary,F,No,50.39,1848
929126,Homicide - DV,Related,F,Unknown,1.89,10000
930766,Homicide - Other,Related,M,No,5.22,10000
933088,Assault,Primary,M,No,27.76,3500
936014,Assault,Primary,M,No,23.48,0
937951,Assault,Primary,F,Unknown,50.53,4950
939188,Sexual Offences,Primary,F,Unknown,8.53,8526.45
939489,Domestic Violence,Primary,F,No,51.73,4300
940674,Assault,Witness Secondary,M,No,12.75,2500
940693,Sexual Offences,Parent Secondary,F,No,49.41,2151.84
940727,Sexual Offences,Parent Secondary,M,Unknown,48.65,4664.45
905497,Assault,Primary,M,No,41.03,17628.83
906232,Assault,Not Eligible,F,No,37.08,0
911427,Robbery,Yet To Be Determined,M,Unknown,23.96,0
911695,Assault,Primary,M,Unknown,27.21,1800
912281,Assault,Primary,M,No,33.34,1314.51
913418,Assault,Not Eligible,F,No,68.63,0
914003,Assault,Primary,F,No,37.44,13018.12
914218,Domestic Violence,Primary,F,No,35.58,69720.24
917711,Assault,Primary,M,No,23.88,1365
917781,Domestic Violence,Not Eligible,F,No,38.5,0
920270,Domestic Violence,Primary,F,No,32.38,1130
920940,Assault,Primary,M,No,25.83,11163.55
922478,Assault,Primary,M,No,47.61,4741.05
922661,Sexual Offences,Primary,M,Aboriginal,6.37,6500
920670,Domestic Violence,Primary,F,No,16.39,12217.6
922641,Homicide - DV,Related,F,Aboriginal,20.47,612.02
925551,Assault,Primary,M,No,44.41,1885
925684,Assault,Not Eligible,F,No,55.72,0
925887,Assault,Primary,M,No,44.77,1535
930717,Assault,Primary,M,No,48.96,1300
930833,Assault,Primary,F,No,22.04,1560.92
931251,Assault,Yet To Be Determined,M,No,40.48,0
931416,Assault,Primary,M,Unknown,35.03,3640
933941,Homicide - DV,Related,M,Aboriginal and Torres Strait,20.66,10261.95
934477,Domestic Violence,Not Eligible,F,No,20.78,0
936982,Assault,Primary,M,No,23.78,3530
938103,Assault,Primary,M,Unknown,45.47,16728.66
939624,Assault,Yet To Be Determined,M,Unknown,46.78,0
901721,Assault,Primary,M,No,32.35,1715
903057,Assault,Primary,F,Aboriginal,41.22,1300
903272,Sexual Offences,Primary,F,Unknown,10.93,10468.5
912046,Assault,Primary,M,No,46.26,6399.9
913151,Assault,Primary,M,No,52.33,1300
913267,Sexual Offences,Primary,F,No,16.78,19242.5
913484,Homicide - DV,Related,F,Aboriginal,36.46,1000
913602,Homicide - DV,Related,M,Aboriginal,34.55,1000
916257,Assault,Primary,M,No,36.74,0
918047,Assault,Not Eligible,F,Aboriginal,23.74,0
918783,Sexual Offences,Primary,F,No,23.78,15132.19
918934,Homicide - Other,Related,M,Unknown,20.41,10000
920003,Assault,Primary,M,No,17.71,3500
923280,Assault,Primary,M,Aboriginal,24.36,3148
936124,Assault,Primary,F,No,36.87,7000
936551,Sexual Offences,Primary,F,Unknown,10.62,12108.8
918192,Robbery,Primary,F,No,23.62,13528.85
919339,Sexual Offences,Primary,F,No,11.5,14475.2
919382,Sexual Offences,Parent Secondary,F,No,38.64,8512.76
920750,Assault,Primary,M,No,43.49,6739.62
922599,Homicide - DV,Related,F,Aboriginal,22.42,612.02
925637,Assault,Primary,M,No,20.17,2420
928638,Assault,Primary,M,No,60.77,1655
929919,Homicide - MVA,Yet To Be Determined,M,No,56.36,0
930846,Homicide - Other,Related,F,Unknown,60.26,23340
931446,Sexual Offences,Primary,F,No,41.74,20640
931639,Assault,Primary,M,Unknown,25.85,41659.3
934506,Homicide - DV,Related,M,Aboriginal and Torres Strait,20.66,10000
935113,Sexual Offences,Not Eligible,F,No,18.6,0
932305,Domestic Violence,Primary,F,No,35.1,11260
935097,Assault,Primary,M,No,25.13,4801.45
937923,Domestic Violence,Primary,F,No,25.01,12230
938250,Assault,Primary,M,No,65.39,1860
938984,Assault,Primary,F,No,54.59,14871.49
939968,Robbery,Primary,M,No,46.12,10000
940068,Assault,Primary,M,No,42.46,10795.95
942360,Assault,Primary,M,No,41.14,3660
942417,Assault,Yet To Be Determined,M,No,34.82,0
943228,Sexual Offences,Primary,F,No,11.51,8168.8
945109,Sexual Offences,Primary,F,No,7.11,13000
945986,Assault,Primary,F,Aboriginal and Torres Strait,41.41,1388
947072,Domestic Violence,Primary,F,No,32.5,18885
947815,Domestic Violence,Primary,M,No,32.14,10000
931505,Robbery,Primary,F,Aboriginal,42.58,3540
933554,Sexual Offences,Primary,F,No,29.9,11757.37
935472,Domestic Violence,Primary,F,No,32.23,6378.25
938073,Assault,Primary,F,Unknown,31.74,1300
940638,Assault,Witness Secondary,F,No,5.01,2500
940715,Sexual Offences,Primary,F,No,16.71,21555.36
940820,Assault,Witness Secondary,M,No,7.46,2500
941263,Assault,Witness Secondary,M,No,6.02,2500
942585,Domestic Violence,Primary,F,No,28.08,8047.97
942603,Sexual Offences,Primary,M,Unknown,11.76,10100.4
918809,Homicide - Other,Related,M,No,71.18,20800
915283,Domestic Violence,Primary,F,Aboriginal,33.6,3500
916633,Domestic Violence,Primary,F,Aboriginal,21.64,3148
917840,Sexual Offences,Parent Secondary,F,No,47.02,2233.6
917887,Robbery,Yet To Be Determined,F,No,34.85,0
917922,Assault,Primary,M,Aboriginal,35.18,3500
918241,Assault,Yet To Be Determined,F,No,24.2,0
922552,Homicide - DV,Related,F,Aboriginal,17.16,612.02
925477,Assault,Primary,M,No,27,13082.27
927065,Assault,Primary,F,No,27.4,1300
928786,Homicide - Other,Funeral Only,F,No,45.22,6000
928851,Assault,Primary,M,No,80.1,6481.55
928903,Assault,Primary,M,No,43.03,1530
930408,Stalking/Threats,Primary,F,No,52.05,35235.68
931291,Assault,Not Eligible,F,Unknown,31.22,0
890429,Assault,Primary,M,No,20.59,0
891116,Assault,Primary,M,No,39.53,10664.64
893236,Assault,Primary,M,No,26.89,3540
895579,Homicide - Other,Related,M,Unknown,11.48,20000
896863,Burglary,Primary,F,No,28.25,6000
897115,Homicide - DV,Related,M,No,6.75,10000
899536,Assault,Primary,M,No,16.4,8582.33
899670,Assault,Witness Secondary,M,No,9.5,2217.6
901694,Sexual Offences,Primary,F,No,7.3,12552.78
903966,Assault,Primary,M,No,46.58,26345.7
906757,Assault,Primary,M,No,28.67,21719.68
887934,Assault,Primary,F,Unknown,22,3500
892380,Homicide - Other,Related,F,No,54.76,10000
893198,Assault,Witness Secondary,F,Unknown,3.93,2217.6
893877,Stalking/Threats,Primary,F,No,23.93,650
894059,Assault,Primary,M,No,54.37,23248
874773,Assault,Primary,F,No,56.21,17842.6
878871,Homicide - Other,Related,M,No,65.73,12607.66
878971,Domestic Violence,Primary,F,No,13.72,5751.27
879389,Assault,Primary,M,No,42.67,15581.15
880391,Homicide - Other,Related,M,Aboriginal,50.25,3500
881668,Assault,Primary,M,No,30.16,1300
887809,Assault,Primary,M,No,28.61,4105.37
889356,Assault,Primary,M,No,44.2,1350
891287,Assault,Primary,F,No,22.59,1300
893248,Assault,Primary,M,No,20.76,300
894579,Assault,Primary,F,No,29.85,1300
899316,Homicide - MVA,Related,M,No,33.24,10000
899700,Assault,Witness Secondary,F,No,0.16,2217.6
880316,Assault,Primary,M,No,40.28,30108.8
880364,Domestic Violence,Primary,F,Aboriginal,51,3850
882495,Homicide - Other,Related,F,Aboriginal,35.74,10000
887200,Assault,Primary,M,No,19.09,2158.3
887525,Domestic Violence,Primary,F,No,37.23,7640
887600,Sexual Offences,Parent Secondary,M,No,40.4,2595.58
889792,Assault,Primary,M,No,45.17,1300
891185,Homicide - Other,Funeral Only,M,Unknown,65.25,6000
891253,Assault,Primary,M,No,52.98,1300
891762,Homicide - Other,Related,M,Aboriginal,24.2,3500
892114,Sexual Offences,Primary,M,No,13.99,2217.6
894045,Assault,Primary,M,No,20.95,5366
894979,Homicide - Other,Related,M,Unknown,59.42,10000
895004,Domestic Violence,Yet To Be Determined,F,Aboriginal,40.93,0
896751,Domestic Violence,Not Eligible,F,Aboriginal,3.21,0
897737,Sexual Offences,Yet To Be Determined,F,Unknown,32.35,0
900886,Assault,Primary,F,Aboriginal,29.99,3500
901390,Sexual Offences,Yet To Be Determined,F,No,45.65,0
901622,Assault,Primary,F,Aboriginal,27.16,3500
902274,Assault,Primary,M,No,42.54,23500
902367,Sexual Offences,Primary,F,No,11.92,15920.2
910416,Assault,Not Eligible,F,No,33.37,0
912308,Assault,Yet To Be Determined,M,Aboriginal,42.72,0
914529,Sexual Offences,Parent Secondary,M,No,43.64,3500
922084,Homicide - MVA,Yet To Be Determined,M,Unknown,51.43,0
926296,Assault,Primary,M,No,26.65,10225.28
926310,Assault,Primary,M,No,21.59,18380.5
927146,Assault,Primary,M,No,43.9,3869
927734,Sexual Offences,Parent Secondary,M,No,60.12,499.99
929004,Assault,Primary,M,Unknown,24.9,13108.88
929522,Assault,Primary,M,No,28.11,16160
929853,Domestic Violence,Not Eligible,F,Aboriginal,32.33,0
930023,Sexual Offences,Parent Secondary,F,No,40.97,1848
931975,Domestic Violence,Primary,F,No,35.11,7837.99
936706,Assault,Primary,M,Aboriginal,14.82,1300
937726,Assault,Witness Secondary,F,No,41.11,4141.5
939079,Assault,Yet To Be Determined,M,No,42.01,0
939532,Assault,Primary,F,No,56.37,4960
927748,Assault,Primary,M,No,22.21,4075.8
930555,Domestic Violence,Primary,F,Aboriginal,28.58,10200
932009,Domestic Violence,Primary,F,No,20.57,1606.55
932096,Assault,Witness Secondary,F,No,4.88,1800
934098,Stalking/Threats,Yet To Be Determined,M,No,32.42,0
934132,Stalking/Threats,Primary,F,No,37.69,2894
937844,Homicide - Other,Related,M,No,41.68,10000
938294,Assault,Primary,M,No,39.88,1400
942404,Assault,Primary,M,No,39.11,3800
942805,Sexual Offences,Primary,F,No,28.37,4700
942872,Sexual Offences,Primary,F,No,14.17,8168.8
944028,Assault,Primary,F,Aboriginal,22.55,3500
947538,Assault,Primary,F,No,27.83,1300
933897,Homicide - DV,Related,M,Aboriginal and Torres Strait,20.66,10498
933966,Homicide - DV,Related,M,Aboriginal and Torres Strait,20.66,10479
934365,Sexual Offences,Primary,F,No,17.87,12087.1
935319,Burglary,Parent Secondary,F,No,27.33,2000
935336,Assault,Primary,M,No,43.98,1300
938309,Homicide - DV,Related,M,No,62.56,10000
938831,Sexual Offences,Primary,F,Unknown,9.23,6000
940534,Sexual Offences,Not Eligible,F,No,14.12,0
941401,Homicide - Other,Related,M,No,2.77,10000
902415,Sexual Offences,Parent Secondary,F,Unknown,32.64,2040.38
903237,Assault,Yet To Be Determined,F,Aboriginal,17.1,0
905082,Sexual Offences,Primary,F,Unknown,8.12,5348
905193,Assault,Primary,M,No,64.14,1300
906663,Domestic Violence,Primary,F,No,42.65,8390.44
891062,Assault,Primary,M,No,63.18,2254.19
894486,Assault,Yet To Be Determined,M,No,30.46,0
894597,Sexual Offences,Primary,F,No,7.32,10000
894847,Assault,Primary,M,Aboriginal,26.63,5508
896828,Sexual Offences,Primary,F,Aboriginal,16.21,10755.25
897437,Sexual Offences,Primary,F,No,11.08,3500
903521,Robbery,Primary,M,Unknown,38.31,3500
905148,Assault,Primary,M,No,42.85,1120
927172,Assault,Primary,M,Aboriginal and Torres Strait,17.97,1315
927926,Assault,Primary,M,No,49.58,1300
933188,Robbery,Primary,M,No,21.11,27275.54
933606,Homicide - DV,Related,M,No,35.51,23730.07
934073,Homicide - Other,Related,M,No,56.16,16000
934242,Burglary,Primary,M,No,41.22,4652.9
936280,Assault,Primary,M,No,35.14,5170
936597,Assault,Primary,M,No,25.23,20821.15
936682,Homicide - Other,Not Eligible,M,No,36.58,0
937767,Assault,Primary,M,No,27.51,12776.39
938687,Assault,Yet To Be Determined,M,Unknown,23.09,0
938888,Domestic Violence,Primary,F,Unknown,46.04,3520
920070,Assault,Primary,M,No,40.69,6997.6
920286,Assault,Primary,F,No,48.72,4000
924814,Assault,Primary,M,No,29.18,1300
929597,Domestic Violence,Primary,F,No,36.92,6959.47
929813,Domestic Violence,Not Eligible,F,Aboriginal,53.72,0
930146,Domestic Violence,Primary,F,No,35.62,5100
932204,Sexual Offences,Parent Secondary,F,No,26.05,2544
933507,Assault,Primary,M,No,36.82,7100
935881,Assault,Yet To Be Determined,M,Unknown,45.24,0
938236,Homicide - DV,Related,F,Unknown,59.68,10000
940426,Assault,Primary,F,No,30.27,1300
943265,Sexual Offences,Parent Secondary,F,No,41.81,8497.76
943885,Assault,Primary,F,Aboriginal and Torres Strait,35.24,0
945188,Robbery,Primary,F,No,27.3,4917.5
943299,Burglary,Primary,F,No,37.29,18274.48
944485,Sexual Offences,Yet To Be Determined,F,No,20.63,0
945305,Assault,Yet To Be Determined,M,Unknown,37.68,0
950103,Domestic Violence,Primary,F,No,32.76,1300
950836,Other,Not Eligible,M,Torres Strait Islander,43.84,0
951774,Burglary,Primary,M,No,38.03,7291.2
952424,Domestic Violence,Primary,F,No,41.18,26280.98
953930,Homicide - Other,Related,M,No,7.33,12270
954731,Assault,Primary,M,No,24.32,27571.67
954746,Homicide - DV,Related,F,No,33.61,10000
955866,Sexual Offences,Primary,M,No,11.68,18439
956935,Assault,Primary,M,No,51.7,1410
957155,Assault,Yet To Be Determined,M,Aboriginal,50.08,0
957286,Burglary,Primary,F,No,61.78,7200
946808,Sexual Offences,Primary,M,Unknown,10.26,10000
948529,Assault,Primary,M,No,18.02,1538.38
949334,Homicide - Other,Related,M,No,28.12,19317.45
949366,Homicide - Other,Not Eligible,M,Unknown,24.25,0
950152,Homicide - Other,Related,M,Aboriginal,6.65,10000
950870,Domestic Violence,Not Eligible,M,No,37.32,0
951087,Homicide - DV,Related,M,Aboriginal and Torres Strait,25.65,8582
956888,Homicide - Other,Related,F,Aboriginal,21.62,10000
958423,Sexual Offences,Primary,F,No,17.76,40856.15
959342,Assault,Primary,M,No,20.72,14402.6
959429,Homicide - Other,Related,M,No,61.24,12919.57
959529,Assault,Primary,F,No,42.85,5033.5
960213,Homicide - Other,Related,M,No,6.98,10000
939056,Domestic Violence,Primary,F,No,33.56,1300
939690,Assault,Primary,F,Unknown,49.48,22093.36
939774,Homicide - Other,Related,F,No,19.31,10000
939873,Homicide - Other,Related,M,Unknown,21.13,10000
940625,Assault,Primary,M,Aboriginal and Torres Strait,23.55,1300
941226,Homicide - Other,Yet To Be Determined,F,No,48.46,0
942647,Assault,Primary,M,No,38.71,8494.37
945139,Assault,Primary,M,Aboriginal,64.33,3170
946374,Assault,Primary,F,Aboriginal,26.71,4000
947844,Sexual Offences,Parent Secondary,F,No,46.54,1870
948397,Sexual Offences,Primary,F,No,17.67,11848
948446,Domestic Violence,Primary,F,Aboriginal and Torres Strait,18.51,3517.6
905257,Sexual Offences,Primary,F,No,11.43,14810
906118,Homicide - Other,Related,M,No,72.8,10000
910073,Homicide - DV,Related,F,Torres Strait Islander,22.87,10000
910105,Homicide - DV,Yet To Be Determined,F,Torres Strait Islander,22.87,0
910137,Homicide - DV,Related,F,Torres Strait Islander,22.87,10000
910180,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
910198,Homicide - DV,Related,F,Torres Strait Islander,22.87,10000
910228,Homicide - DV,Related,F,Torres Strait Islander,22.87,10000
910257,Homicide - DV,Related,M,Torres Strait Islander,39.82,10000
911627,Assault,Primary,M,No,30.51,1300
912059,Assault,Primary,F,No,66.14,3900.22
912184,Assault,Primary,F,No,27.76,1441.14
913211,Assault,Primary,M,No,19.99,3950
942206,Homicide - Other,Related,F,No,6.42,10000
942472,Assault,Primary,M,Aboriginal,20.73,5820
942489,Domestic Violence,Not Eligible,F,No,44.46,0
942671,Homicide - MVA,Related,F,No,63.67,10806.82
914948,Assault,Primary,F,No,27.97,1300
919528,Assault,Primary,M,No,36.83,1460
928650,Homicide - Other,Related,F,No,80.7,17160.6
928870,Assault,Primary,M,No,22.87,24080.93
929890,Assault,Yet To Be Determined,M,No,31.56,0
930807,Assault,Related,F,Aboriginal,36.48,12634.9
930957,Assault,Primary,F,No,46.47,1841
932162,Stalking/Threats,Primary,F,No,24.42,6958
935184,Assault,Parent Secondary,F,No,43.87,2981.99
914124,Sexual Offences,Yet To Be Determined,M,No,8.01,0
914367,Assault,Primary,M,No,45.55,7573.77
914517,Assault,Primary,M,No,84.24,5348
915203,Homicide - Other,Related,M,Aboriginal,44.06,3500
915326,Homicide - DV,Funeral Only,M,Torres Strait Islander,42.49,5384.5
911477,Domestic Violence,Yet To Be Determined,F,No,43.62,0
913338,Sexual Offences,Primary,F,No,32.99,10000
913406,Homicide - DV,Related,F,Aboriginal,41.27,1000
913463,Homicide - DV,Related,M,Aboriginal,2.12,1000
913515,Homicide - DV,Related,M,Unknown,33.52,1000
913663,Assault,Primary,F,No,30.19,24143.1
913697,Assault,Primary,F,No,33.42,2534.45
914201,Assault,Primary,M,Aboriginal and Torres Strait,21.72,5291.5
948630,Assault,Parent Secondary,F,No,40.07,11575.26
939858,Sexual Offences,Primary,F,No,12.17,12440
942299,Assault,Primary,M,No,48.92,1330
943151,Assault,Primary,F,No,46.82,1300
944151,Domestic Violence,Primary,F,No,30.65,5346.01
946240,Assault,Primary,M,No,43.23,5500
947094,Assault,Primary,F,No,26.21,1393.32
947562,Sexual Offences,Primary,F,Unknown,11.36,13300
951658,Assault,Primary,M,No,31.72,1300
954664,Assault,Primary,M,No,21.91,31490.49
955484,Homicide - DV,Related,M,Aboriginal,1.76,10000
955719,Sexual Offences,Yet To Be Determined,F,Aboriginal,22.5,0
957003,Homicide - MVA,Related,M,Aboriginal,18.92,10000
957339,Assault,Primary,F,No,45.09,650
958492,Domestic Violence,Primary,F,No,38.19,5510
960532,Assault,Primary,F,No,24.87,1300
962404,Domestic Violence,Primary,F,No,36.28,16022.8
964323,Assault,Primary,F,Aboriginal and Torres Strait,33.77,6083.1
964641,Assault,Primary,M,Unknown,52.23,1300
965312,Domestic Violence,Primary,F,No,56.03,2759.52
965963,Domestic Violence,Primary,M,No,38.74,3550
966916,Assault,Primary,F,No,26.44,1300
967918,Domestic Violence,Witness Secondary,F,Unknown,12.02,1870
967967,Domestic Violence,Witness Secondary,M,Unknown,10.29,1870
969788,Sexual Offences,Primary,F,No,51.1,24535.41
971260,Assault,Primary,M,No,22.19,1300
936571,Sexual Offences,Parent Secondary,F,Unknown,37.19,3196.44
936639,Assault,Primary,M,No,23,10180
936757,Assault,Primary,M,Unknown,50.37,4485.5
939114,Domestic Violence,Primary,F,No,36.45,0
939816,Homicide - Other,Related,F,No,30.72,10000
947688,Assault,Primary,F,No,40.07,1300
949007,Assault,Primary,M,No,29.17,9156.05
950980,Homicide - DV,Related,M,Aboriginal,21.27,8582
951198,Homicide - DV,Yet To Be Determined,M,Aboriginal,29.53,0
951345,Domestic Violence,Not Eligible,F,No,48.67,0
951948,Assault,Yet To Be Determined,F,Unknown,32.69,0
954255,Assault,Primary,F,No,57.07,5627.5
956225,Homicide - MVA,Related,M,No,36.3,10000
943339,Burglary,Primary,M,Unknown,2.17,6000
945068,Assault,Primary,M,No,45.24,10301.57
946168,Sexual Offences,Primary,F,Aboriginal,8.99,10085
949389,Homicide - Other,Related,M,Unknown,24.25,20562.5
950130,Homicide - Other,Related,F,Aboriginal,9.68,10000
950255,Assault,Yet To Be Determined,F,No,32.98,0
951009,Homicide - DV,Related,F,Aboriginal,18.1,8582
951034,Homicide - DV,Related,M,Aboriginal and Torres Strait,30.73,8582
951702,Assault,Yet To Be Determined,F,No,19.33,0
952595,Sexual Offences,Primary,M,Aboriginal,5.64,0
954887,Sexual Offences,Primary,F,No,26.56,14600.2
955021,Assault,Primary,F,Aboriginal and Torres Strait,40.33,3540
956868,Homicide - Other,Related,F,No,53.49,10000
957425,Other,Primary,F,No,28.32,582.1
959472,Assault,Primary,M,No,41.28,1300
959706,Sexual Offences,Parent Secondary,F,No,29.22,8887.94
936771,Assault,Not Eligible,F,No,37.56,0
944016,Assault,Primary,M,No,47.24,1300
944464,Assault,Primary,M,Unknown,47.88,1300
948353,Assault,Primary,F,Aboriginal,15.81,1360
951311,Assault,Witness Secondary,M,No,46.3,2244
951759,Assault,Witness Secondary,M,Aboriginal,20.83,2244
952336,Assault,Primary,F,Unknown,25.58,3279.91
953865,Burglary,Primary,F,No,58.68,8030
955414,Domestic Violence,Primary,F,Unknown,10.09,10000
956373,Domestic Violence,Primary,F,No,22.04,18544.3
962382,Homicide - Other,Related,F,No,31.84,29370.71
962582,Sexual Offences,Yet To Be Determined,F,Aboriginal and Torres Strait,12.73,0
964245,Domestic Violence,Primary,F,Unknown,33.02,4000
946845,Assault,Primary,M,No,51.36,5549.46
946965,Assault,Primary,F,No,49.7,4740.9
949146,Assault,Primary,M,No,38.17,3300
949269,Assault,Primary,F,No,71.13,3194.75
952020,Sexual Offences,Primary,F,Aboriginal,11.52,10000
953985,Assault,Primary,M,Unknown,33.15,1620
954065,Assault,Primary,M,No,18.54,17156.93
